ID,filePath,line,operation,isSuccess
2319,src/test/resources/math_83_buggy/src/main/java/org/apache/commons/math/optimization/linear/SimplexSolver.java,116,CondRefinementOperation,1452414180,false
2320,src/test/resources/math_83_buggy/src/main/java/org/apache/commons/math/optimization/linear/SimplexSolver.java,116,CondRefinementOperation,1234776938,false
2321,src/test/resources/math_83_buggy/src/main/java/org/apache/commons/math/optimization/linear/SimplexSolver.java,116,CondRefinementOperation,268880559,false
2322,src/test/resources/math_83_buggy/src/main/java/org/apache/commons/math/optimization/linear/SimplexSolver.java,116,CondRefinementOperation,159255397,false
2323,src/test/resources/math_83_buggy/src/main/java/org/apache/commons/math/optimization/linear/SimplexSolver.java,116,CondRefinementOperation,-687777515,false
2324,src/test/resources/math_83_buggy/src/main/java/org/apache/commons/math/optimization/linear/SimplexSolver.java,116,CondRefinementOperation,-797402677,false
2325,src/test/resources/math_83_buggy/src/main/java/org/apache/commons/math/optimization/linear/SimplexSolver.java,116,CondRefinementOperation,-711787637,false
2326,src/test/resources/math_83_buggy/src/main/java/org/apache/commons/math/optimization/linear/SimplexSolver.java,116,CondRefinementOperation,-821412799,false
2327,src/test/resources/math_83_buggy/src/main/java/org/apache/commons/math/optimization/linear/SimplexSolver.java,116,CondRefinementOperation,1021767291,false
2344,src/test/resources/math_83_buggy/src/main/java/org/apache/commons/math/optimization/linear/SimplexSolver.java,116,CtrlFlowIntroductionOperation,-2035670154,false
2345,src/test/resources/math_83_buggy/src/main/java/org/apache/commons/math/optimization/linear/SimplexSolver.java,116,CtrlFlowIntroductionOperation,138120832,false
2387,src/test/resources/math_83_buggy/src/main/java/org/apache/commons/math/optimization/linear/SimplexSolver.java,118,CtrlFlowIntroductionOperation,1874011630,false
2388,src/test/resources/math_83_buggy/src/main/java/org/apache/commons/math/optimization/linear/SimplexSolver.java,118,CtrlFlowIntroductionOperation,-247164680,false
2413,src/test/resources/math_83_buggy/src/main/java/org/apache/commons/math/optimization/linear/SimplexSolver.java,133,CondRefinementOperation,-821652159,false
2420,src/test/resources/math_83_buggy/src/main/java/org/apache/commons/math/optimization/linear/SimplexSolver.java,133,CtrlFlowIntroductionOperation,40371912,false
2421,src/test/resources/math_83_buggy/src/main/java/org/apache/commons/math/optimization/linear/SimplexSolver.java,146,CondRefinementOperation,17818234,false
2422,src/test/resources/math_83_buggy/src/main/java/org/apache/commons/math/optimization/linear/SimplexSolver.java,146,CondRefinementOperation,1676849924,false
2423,src/test/resources/math_83_buggy/src/main/java/org/apache/commons/math/optimization/linear/SimplexSolver.java,146,CondRefinementOperation,1459212682,false
2424,src/test/resources/math_83_buggy/src/main/java/org/apache/commons/math/optimization/linear/SimplexSolver.java,146,CondRefinementOperation,-487351893,false
2425,src/test/resources/math_83_buggy/src/main/java/org/apache/commons/math/optimization/linear/SimplexSolver.java,146,CondRefinementOperation,-596977055,false
2426,src/test/resources/math_83_buggy/src/main/java/org/apache/commons/math/optimization/linear/SimplexSolver.java,146,CondRefinementOperation,1246203035,false
2444,src/test/resources/math_83_buggy/src/main/java/org/apache/commons/math/optimization/linear/SimplexSolver.java,150,CtrlFlowIntroductionOperation,40371912,false
2484,src/test/resources/math_83_buggy/src/main/java/org/apache/commons/math/optimization/linear/SimplexSolver.java,172,CtrlFlowIntroductionOperation,-632750058,false
2496,src/test/resources/math_83_buggy/src/main/java/org/apache/commons/math/optimization/linear/SimplexSolver.java,189,MethodReplacementOperation,-500655442,false
2500,src/test/resources/math_83_buggy/src/main/java/org/apache/commons/math/optimization/linear/SimplexSolver.java,190,CtrlFlowIntroductionOperation,-1081176826,false
2501,src/test/resources/math_83_buggy/src/main/java/org/apache/commons/math/optimization/linear/SimplexSolver.java,190,CtrlFlowIntroductionOperation,1092614160,false
2503,src/test/resources/math_83_buggy/src/main/java/org/apache/commons/math/optimization/linear/SimplexSolver.java,190,MethodReplacementOperation,-128180015,false
2504,src/test/resources/math_83_buggy/src/main/java/org/apache/commons/math/util/MathUtils.java,367,CondRefinementOperation,-1959766678,false
2505,src/test/resources/math_83_buggy/src/main/java/org/apache/commons/math/util/MathUtils.java,367,CondRefinementOperation,2122190971,false
